,Country,City,Date,Max Temp,Cloudiness,Humidity,Lat,Lng,Wind Speed
298,FR,Saint-François,1651624000,49.68,0,93,46.4154,3.9054,2.3
299,RU,Tegul'det,1651624001,32.85,65,85,57.3064,88.1667,7.45
300,NZ,Wanganui,1651624002,67.59,45,70,-39.9333,175.05,5.01
301,BR,Caravelas,1651624002,73.63,0,82,-17.7125,-39.2481,6.78
302,AU,Kiama,1651624003,73.26,2,71,-34.6833,150.8667,3.8
303,PE,Iquitos,1651623930,77.04,75,100,-3.7481,-73.2472,8.05
304,ID,Kawalu,1651624004,75.36,98,94,-7.3817,108.2082,0.22
305,KZ,Semey,1651624004,41.22,0,45,50.4111,80.2275,11.18
306,UG,Kaabong,1651624005,63.21,70,89,3.4836,34.1492,5.53
307,ZA,Kruisfontein,1651624005,59.38,0,90,-34.0033,24.7314,5.95
308,NO,Sandeid,1651624006,43.48,100,72,59.5449,5.8636,2.44
309,SB,Kirakira,1651624006,85.32,30,67,-10.4544,161.9205,5.7
310,AU,Codrington,1651623746,54.12,96,72,-38.2667,141.9667,11.45
311,RU,Evensk,1651624007,31.78,100,87,61.95,159.2333,3.74
312,RU,Arman',1651624008,34.02,63,70,59.7,150.1667,4.36
313,US,Great Bend,1651624002,53.73,75,66,38.3645,-98.7648,12.66
314,HU,Ádánd,1651624009,55.83,20,81,46.8593,18.1644,2.1
315,RE,Saint-Pierre,1651624010,72.91,0,64,-21.3393,55.4781,6.91
316,GB,Peterhead,1651624010,46.8,96,95,57.5058,-1.7981,12.77
317,SE,Hudiksvall,1651624011,32.77,6,63,61.729,17.1036,8.14
318,CA,Burns Lake,1651623882,49.42,100,48,54.2331,-125.7533,11.03
319,VE,Carupano,1651624012,78.51,87,84,10.6678,-63.2585,11.86
320,ID,Tual,1651624012,85.06,88,73,-5.6667,132.75,8.1
321,RU,Udachny,1651623859,28.45,100,58,66.4167,112.4,16.35
322,RU,Baykit,1651624013,31.51,98,83,61.67,96.37,12.39
323,US,Saint George,1651624014,74.62,0,13,37.1041,-113.5841,21.85
324,RU,Zaterechnyy,1651624014,48.36,73,73,44.7931,45.2097,5.41
325,IR,Jūybār,1651623871,58.57,71,87,36.6412,52.9124,3.06
326,RU,Kurumkan,1651624015,45.28,3,38,54.3,110.3,7.92
327,ZA,Christiana,1651624016,57.94,0,48,-27.914,25.1611,2.1
328,MZ,Manjacaze,1651624016,63.64,2,94,-24.7117,33.8828,2.28
329,VE,La Asuncion,1651623945,78.6,50,84,11.0333,-63.8628,18.97
330,BR,Lavras,1651624017,64.83,4,66,-21.2453,-44.9997,2.57
331,NA,Maltahöhe,1651624018,59.99,32,39,-24.8333,16.9833,7.96
332,BR,Costa Rica,1651623855,56.79,100,88,-23.4167,-54.65,9.06
333,TH,Thap Than,1651624018,76.71,100,58,15.4606,99.8917,0.51
334,NO,Berlevåg,1651624019,26.4,100,71,70.8578,29.0864,22.95
335,RU,Chokurdakh,1651624020,30.94,100,98,70.6333,147.9167,5.08
336,GL,Narsaq,1651624020,37.62,88,84,60.9167,-46.05,4.59
337,BR,Manaus,1651623877,79.29,0,89,-3.1019,-60.025,2.3
338,BR,Cabedelo,1651624021,79.47,58,84,-6.9811,-34.8339,12.88
339,CL,Talcahuano,1651623741,56.88,21,88,-36.7167,-73.1167,6.91
340,CA,Sept-Îles,1651624022,41.0,20,60,50.2001,-66.3821,5.75
341,VU,Isangel,1651624022,86.11,14,70,-19.55,169.2667,5.75
342,NA,Henties Bay,1651624023,66.02,0,67,-22.116,14.2845,4.0
343,RW,Kibuye,1651624024,64.4,41,86,-2.0597,29.3482,4.65
344,IS,Vestmannaeyjar,1651624024,40.71,73,79,63.4427,-20.2734,23.76
345,NC,Vao,1651624025,75.79,58,77,-22.6667,167.4833,20.51
346,US,Mendota,1651624025,79.07,41,12,36.7536,-120.3816,11.23
347,BB,Bathsheba,1651624026,79.41,40,89,13.2167,-59.5167,14.97
348,AU,Roebourne,1651624026,81.55,0,49,-20.7833,117.1333,15.3
349,AT,Himberg,1651624027,57.25,0,76,48.0644,16.448,4.61
350,MX,Guerrero Negro,1651624028,63.05,100,72,27.9769,-114.0611,19.95
351,VC,Chateaubelair,1651624028,78.13,20,82,13.2833,-61.25,11.79
352,BO,Villazón,1651624029,47.34,0,10,-22.0866,-65.5942,6.15
353,NO,Beisfjord,1651624029,26.65,99,95,68.3751,17.5988,5.3
354,AU,Mackay,1651624030,78.78,40,78,-21.15,149.2,11.5
355,MY,Sri Aman,1651624030,78.85,20,100,1.2376,111.4621,0.0
356,RU,Pechora,1651624031,36.23,100,96,65.1472,57.2244,8.12
357,ES,Narón,1651624031,56.01,32,82,43.5167,-8.1528,11.45
358,PG,Lorengau,1651624032,83.59,85,79,-2.0226,147.2712,5.97
359,JP,Nemuro,1651624033,42.75,96,84,43.3236,145.575,21.34
360,CL,Tocopilla,1651624033,63.07,16,72,-22.092,-70.1979,2.08
361,US,Brownsville,1651623938,84.2,100,79,25.9018,-97.4975,17.27
362,MA,Tiznit Province,1651624034,53.82,73,85,29.5833,-9.5,12.08
363,BR,Aquiraz,1651623992,83.17,63,87,-3.9014,-38.3911,11.18
364,GY,Mabaruma,1651624035,72.84,100,98,8.2,-59.7833,0.63
365,AU,Alyangula,1651624035,87.67,40,62,-13.8483,136.4192,8.05
366,RU,Ossora,1651624036,31.19,30,91,59.2353,163.0719,1.77
367,ID,Katobu,1651624036,80.44,89,85,-4.9408,122.5276,3.22
368,US,Ketchikan,1651624037,49.98,75,87,55.3422,-131.6461,14.97
369,IR,Sāveh,1651624037,64.62,19,52,35.0213,50.3566,3.2
370,RU,Beringovskiy,1651624038,25.21,14,77,63.05,179.3167,10.11
371,CN,Manzhouli,1651624038,59.49,63,40,49.6,117.4333,18.81
372,RU,Izhma,1651624039,34.45,98,87,65.0083,53.9113,7.56
373,NO,Vardø,1651623782,26.19,86,85,70.3705,31.1107,14.81
374,NC,Voh,1651624040,83.41,46,66,-20.9667,164.7,7.94
375,US,Freeport,1651623883,55.38,100,75,40.6576,-73.5832,11.5
376,RU,Kiyasovo,1651624041,46.54,94,59,56.3491,53.1244,14.54
377,TR,Görele,1651624041,53.67,65,87,41.0308,39.0031,3.58
378,IN,Mahabalipuram,1651623744,86.05,22,82,12.6264,80.1722,9.37
379,RU,Pevek,1651624042,24.71,89,83,69.7008,170.3133,4.52
380,RU,Belaya Gora,1651624042,32.56,99,100,68.5333,146.4167,5.28
381,IN,Mandsaur,1651624043,80.02,0,59,24.0667,75.0667,10.18
382,PE,Acarí,1651624044,70.23,75,78,-15.4311,-74.6158,3.04
383,RU,Peleduy,1651624044,33.58,100,93,59.6289,112.7406,11.92
384,RU,Ostrovnoy,1651624045,23.97,100,71,68.0531,39.5131,11.43
385,VN,Phan Thiet,1651624028,80.51,36,81,10.9333,108.1,2.37
386,BR,Rio Grande,1651623874,60.94,99,82,-32.035,-52.0986,15.93
387,AR,Mar del Plata,1651624046,52.88,0,75,-38.0023,-57.5575,11.99
388,US,Silver City,1651624046,75.92,0,16,32.7701,-108.2803,17.27
389,IN,Khātra,1651624047,76.96,10,80,22.9833,86.85,4.65
390,HK,Hong Kong,1651624034,76.32,58,63,22.2855,114.1577,5.99
391,FI,Joensuu,1651624047,30.69,0,74,62.6012,29.7632,8.05
392,NG,Dutse,1651624048,83.46,49,43,11.7594,9.3392,9.01
393,AR,Santiago del Estero,1651624049,58.21,0,50,-27.7951,-64.2615,4.56
394,BR,São Borja,1651624049,55.94,100,94,-28.6606,-56.0044,14.23
395,GB,Brae,1651624050,45.19,100,93,60.3964,-1.353,15.12
396,RU,Deputatsky,1651623768,25.72,100,78,69.3,139.9,3.24
397,BR,Poconé,1651624051,68.36,84,79,-16.2567,-56.6228,7.65
398,GB,Kirkcudbright,1651624052,49.71,100,97,54.8383,-4.0491,9.17
399,SE,Östersund,1651624052,28.62,11,86,63.1792,14.6357,9.22
400,CN,Pingxiang,1651623904,67.46,37,62,27.6167,113.85,1.7
401,FR,Arrondissement de Saint-Gaudens,1651624053,51.03,100,97,43.0833,0.6667,3.22
402,AO,Camacupa,1651624054,55.29,6,73,-12.0167,17.4833,3.87
403,IN,Jaitāran,1651624054,81.95,5,37,26.2031,73.9364,11.32
404,CA,Slave Lake,1651623879,57.18,20,54,55.2834,-114.769,13.8
405,RU,Alekseyevka,1651624055,50.22,65,57,50.6309,38.6903,8.21
406,CA,Mackenzie,1651624055,44.82,100,81,55.2999,-123.1698,10.36
407,BR,Touros,1651624056,78.66,50,87,-5.1989,-35.4608,11.9
408,CL,Coquimbo,1651623797,53.33,0,100,-29.9533,-71.3436,0.0
409,AU,Yulara,1651624057,67.84,0,40,-25.2406,130.9889,13.8
410,BR,Paragominas,1651624057,72.91,100,98,-2.9667,-47.4833,2.68
411,PY,Encarnación,1651623832,57.72,100,94,-27.3333,-55.9,13.8
412,AR,Dolores,1651624058,47.3,0,68,-36.3132,-57.6792,4.63
413,NL,Gemeente Wageningen,1651624059,47.95,100,71,51.9667,5.6667,4.61
414,UA,Pomichna,1651624059,52.59,100,65,48.2422,31.4158,6.55
415,RU,Leningradskiy,1651623781,20.41,73,85,69.3833,178.4167,7.38
416,RU,Pokosnoye,1651624060,38.7,100,76,55.5258,101.0536,8.05
417,ID,Boyolangu,1651624061,78.6,98,88,-8.1181,111.8935,3.33
418,NU,Alofi,1651624061,80.49,20,69,-19.0595,-169.9187,10.36
419,BF,Bogandé,1651624062,86.58,33,12,12.9714,-0.1436,1.16
420,NA,Walvis Bay,1651624062,77.95,2,33,-22.9575,14.5053,3.44
421,VN,Don Luan,1651624063,75.94,76,91,11.5333,106.9167,4.23
422,CA,Assiniboia,1651624063,60.62,79,21,49.6334,-105.9845,5.75
423,PT,Ribeira Brava,1651624064,64.0,35,53,32.65,-17.0667,8.48
424,BR,Alta Floresta,1651624064,72.18,49,94,-9.8756,-56.0861,2.21
425,MU,Bambous Virieux,1651623772,75.45,75,88,-20.3428,57.7575,5.75
426,RU,Tokur,1651624065,35.55,63,78,53.1333,132.9,3.06
427,PT,Lata,1651624066,58.91,24,74,40.1629,-8.3327,4.59
428,RU,Dudinka,1651624067,18.63,100,95,69.4058,86.1778,9.53
429,PK,Kot Diji,1651624067,82.42,0,34,27.3427,68.7083,10.16
430,PT,Vila,1651624068,47.28,5,82,42.0304,-8.1588,5.19
431,FR,La Seyne-sur-Mer,1651624068,57.52,100,89,43.0982,5.8847,5.59
432,BR,Cururupu,1651624069,75.51,100,94,-1.8283,-44.8683,2.28
433,JP,Isawa,1651624069,62.78,0,54,35.65,138.6333,1.01
434,EG,Marsá Maţrūḩ,1651624070,62.46,20,81,31.3525,27.2453,15.12
435,AU,Mareeba,1651624071,80.47,2,78,-17.0,145.4333,3.89
436,CM,Mbalmayo,1651624071,70.12,51,99,3.5167,11.5,1.54
437,TM,Balkanabat,1651624072,64.27,100,73,39.5108,54.3671,3.42
438,AR,Mercedes,1651624072,48.04,0,63,-34.6515,-59.4307,4.34
439,RU,Platonovka,1651624073,48.09,99,72,52.7106,41.952,11.16
440,GL,Aasiaat,1651624074,18.88,100,91,68.7098,-52.8699,15.35
441,US,Hoquiam,1651624074,53.92,100,70,46.9809,-123.8893,9.22
442,IE,Skibbereen,1651624075,55.11,62,95,51.55,-9.2667,8.68
443,CN,Jiaojiang,1651624076,69.01,100,55,28.6803,121.4428,1.07
444,US,San Jose,1651623792,83.88,0,25,37.3394,-121.895,14.97
445,US,Milledgeville,1651624076,79.99,0,66,33.0801,-83.2321,0.0
446,RU,Zhigansk,1651624077,19.0,49,86,66.7697,123.3711,5.39
447,AU,Karratha,1651624078,81.73,0,48,-20.7377,116.8463,15.3
448,PT,Praia da Vitória,1651624078,62.76,40,82,38.7333,-27.0667,7.02
449,SA,Makkah al Mukarramah,1651624079,83.84,0,25,21.4267,39.8261,0.85
450,PH,Pundaguitan,1651624079,81.14,99,80,6.3711,126.1689,13.31
451,PG,Daru,1651624080,84.33,89,67,-9.0763,143.2092,11.56
452,CG,Ouésso,1651624080,70.18,79,95,1.6136,16.0517,1.68
453,NP,Jumla,1651624081,50.83,78,88,29.2747,82.1838,2.8
454,MX,Puerto Escondido,1651624081,85.23,67,66,15.85,-97.0667,9.66
455,NA,Katima Mulilo,1651624082,63.91,96,65,-17.5,24.2667,3.71
456,NO,Tromsø,1651624083,30.22,100,86,69.6496,18.957,11.5
457,PE,Huarmey,1651624083,66.6,21,84,-10.0681,-78.1522,6.8
458,ES,Burgos,1651624084,48.61,100,93,42.3394,-3.7079,6.91
459,PK,Mingora,1651623912,65.73,89,67,34.7758,72.3625,7.96
460,LS,Mokhotlong,1651624085,44.42,0,77,-29.2894,29.0675,0.85
461,CL,Coihueco,1651624085,57.94,14,77,-36.6167,-71.8333,11.5
462,IS,Grindavik,1651624086,36.07,40,80,63.8424,-22.4338,14.97
463,PK,Yazman,1651624088,85.8,1,33,29.1212,71.7446,11.07
464,MY,Kuching,1651624088,79.02,20,94,1.55,110.3333,2.3
465,CA,Sioux Lookout,1651624089,44.67,20,45,50.1001,-91.917,2.3
466,BF,Banfora,1651624089,84.34,89,50,10.6333,-4.7667,4.38
467,CA,Port Hardy,1651623494,44.78,100,93,50.6996,-127.4199,10.36
468,PH,Gigmoto,1651624090,83.5,66,73,13.7796,124.39,8.3
469,DZ,Algiers,1651623992,60.62,75,88,36.7525,3.042,9.22
470,RU,Nadym,1651623859,34.07,100,92,65.5333,72.5167,20.38
471,ID,Bengkulu,1651623787,76.48,99,89,-3.8004,102.2655,4.43
472,LY,Zliten,1651624092,67.55,4,52,32.4674,14.5687,11.88
473,TH,Krabi,1651624092,82.06,75,99,8.0726,98.9105,3.44
474,US,Gallup,1651623890,71.44,40,15,35.5281,-108.7426,31.07
475,MZ,Montepuez,1651624093,63.09,2,96,-13.1256,38.9997,7.11
476,PG,Kieta,1651624094,85.28,47,69,-6.2167,155.6333,3.11
477,US,Mastic Beach,1651624094,53.98,100,80,40.7668,-72.8521,10.0
478,PE,Hualmay,1651624095,65.62,12,85,-11.0964,-77.6139,6.82
479,MA,Safi,1651624095,60.89,12,76,32.2994,-9.2372,8.37
480,CA,Pangnirtung,1651624096,8.82,98,100,66.1451,-65.7125,2.37
481,NO,Rørvik,1651624097,37.8,93,53,64.8621,11.2373,6.58
482,NO,Andenes,1651624098,31.98,100,69,69.3143,16.1194,17.27
483,US,Marshall,1651624098,80.58,0,62,34.3834,-86.3333,9.22
484,FO,Vestmanna,1651624099,45.52,100,100,62.1564,-7.1664,6.91
485,US,Fort Myers Beach,1651624057,80.62,20,76,26.452,-81.9481,4.61
486,ID,Indramayu,1651624100,80.51,100,79,-6.3264,108.32,5.26
487,CG,Owando,1651624100,70.21,91,94,-0.4819,15.8999,0.25
488,SY,Abu Kamal,1651624101,75.83,73,36,34.4506,40.9171,14.7
489,KZ,Chu,1651624101,60.51,100,91,43.5983,73.7614,3.29
490,US,Pendleton,1651624102,68.23,0,46,45.6721,-118.7886,12.66
491,BR,Paracuru,1651624103,83.1,99,89,-3.41,-39.0306,9.64
492,TH,Ranong,1651624103,76.93,99,92,9.9658,98.6348,5.37
493,PH,Subaan,1651624104,82.56,76,74,13.0765,121.3647,4.9
494,SA,Riyadh,1651623966,77.14,0,18,24.6877,46.7219,8.88
495,MX,Pinos,1651624105,77.47,91,10,22.3,-101.5667,13.29
496,ID,Bambanglipuro,1651624105,80.04,100,85,-7.95,110.2833,6.08
497,TW,Lukang,1651624106,80.44,96,72,24.0567,120.4352,2.39
498,US,Florida,1651624106,79.99,0,79,28.7505,-82.5001,0.0
499,NO,Lakselv,1651624107,26.42,99,80,70.0513,24.9718,10.36
500,RS,Mataruska Banja,1651624107,39.15,0,93,43.6901,20.6109,1.14
501,BR,Ituaçu,1651624108,72.34,93,54,-13.8133,-41.2967,2.64
502,MG,Morondava,1651624109,74.08,0,77,-20.2833,44.2833,6.62
503,BR,Urucurituba,1651624109,74.23,57,98,-2.6833,-57.6667,1.21
504,US,Gonzales,1651623674,84.06,0,65,30.2385,-90.9201,5.75
505,MG,Sambava,1651624110,74.05,17,88,-14.2667,50.1667,10.71
506,MX,Cuauhtémoc,1651624111,77.11,100,6,28.4167,-106.8667,20.42
507,RE,Saint-Paul,1651624111,73.36,8,80,-21.0096,55.2707,1.54
508,GB,Atherton,1651624112,53.22,100,89,53.5237,-2.4935,1.01
509,US,Rocky Mount,1651623860,74.59,0,94,35.9382,-77.7905,0.0
510,CO,Miranda,1651624113,75.33,17,90,3.2499,-76.2281,7.14
511,PE,Chazuta,1651624113,81.45,49,86,-6.5742,-76.1367,1.63
512,US,Winnemucca,1651624114,62.65,20,29,40.973,-117.7357,12.66
513,US,Graham,1651624068,54.48,100,73,47.0529,-122.2943,4.61
514,ID,Meulaboh,1651624115,75.94,100,91,4.1363,96.1285,8.81
515,NO,Rognan,1651624115,33.94,100,86,67.0953,15.3878,2.84
516,RU,Urengoy,1651624116,27.81,100,92,65.9667,78.3667,19.26
517,BR,São João da Barra,1651624116,76.69,9,85,-21.6403,-41.0511,14.99
518,US,Half Moon Bay,1651624117,83.53,0,54,37.4636,-122.4286,24.16
519,GT,Champerico,1651624118,82.94,40,69,14.3,-91.9167,13.31
520,RU,Novy Urengoy,1651624118,30.45,100,95,66.0833,76.6333,19.37
521,AU,Armidale,1651624119,63.72,1,54,-30.5167,151.65,2.24
522,NZ,Gisborne,1651624119,60.73,98,79,-38.6533,178.0042,2.08
523,IR,Gachsaran,1651624120,69.89,0,35,30.3586,50.7981,2.3
524,NZ,Wanaka,1651624120,59.36,40,54,-44.7,169.15,2.21
525,MX,San Quintín,1651624121,61.77,57,68,30.4833,-115.95,14.05
526,VU,Sola,1651624122,83.07,75,84,-13.8833,167.55,0.0
527,GB,Great Yarmouth,1651624122,47.41,40,85,52.6083,1.7305,5.55
528,MX,Antiguo Morelos,1651624123,85.14,72,54,22.5495,-99.0812,11.79
529,CA,Iqaluit,1651624123,13.73,20,79,63.7506,-68.5145,16.11
530,OM,Salalah,1651624124,82.49,0,89,17.0151,54.0924,3.44
531,CL,Taltal,1651624125,62.35,26,76,-25.4,-70.4833,3.02
532,RU,Sangar,1651624125,31.41,92,84,63.9242,127.4739,10.87
533,NG,Pindiga,1651624126,85.71,60,44,9.9833,10.9333,4.03
534,PG,Vanimo,1651624126,83.44,83,76,-2.6741,141.3028,0.85
535,SO,Garoowe,1651624127,81.41,25,66,8.4054,48.4845,8.93
536,MX,Hidalgo,1651623890,77.02,98,54,20.5,-99.0,12.64
537,FR,Le Pont-de-Claix,1651624128,55.62,100,91,45.1244,5.7064,2.66
538,ID,Tarakan,1651623908,85.5,20,74,3.3,117.6333,3.44
539,SS,Wau,1651624129,74.77,98,78,7.7029,27.9953,5.37
540,OM,Ibrā’,1651623778,75.88,0,25,22.6906,58.5334,3.04
541,ID,Pemangkat,1651624130,80.38,100,84,1.1667,108.9667,6.42
542,SK,Revúca,1651624130,53.22,47,90,48.6835,20.1173,1.99
543,IN,Yanam,1651624131,78.78,82,92,16.7333,82.2167,2.59
544,ID,Manokwari,1651624132,82.35,89,74,-0.8667,134.0833,1.63
545,CN,Hailar,1651624132,60.33,95,43,49.2,119.7,7.83
546,BO,Riberalta,1651624133,76.01,86,87,-10.9833,-66.1,1.83
547,CN,Xining,1651624019,48.96,0,32,36.6167,101.7667,3.02
548,US,Nānākuli,1651624134,82.35,75,73,21.3906,-158.1547,11.5
549,NP,Banepā,1651624134,64.72,75,82,27.6298,85.5214,3.44
550,BR,Vilhena,1651624135,67.48,99,94,-12.7406,-60.1458,7.34
551,JM,Black River,1651624135,79.74,2,77,18.0264,-77.8487,10.54
552,US,Fairbanks,1651623902,57.09,0,37,64.8378,-147.7164,5.75
553,CV,Sal Rei,1651624136,69.91,15,85,16.1833,-22.9167,15.59
554,BR,Governador Valadares,1651624137,74.86,44,62,-18.8511,-41.9494,1.88
555,US,Laguna,1651624137,84.49,0,22,38.421,-121.4238,10.36
556,CA,Boissevain,1651624138,51.64,90,43,49.2306,-100.0559,9.17
557,BR,Vila Velha,1651623767,78.75,0,82,-20.3297,-40.2925,6.91
558,CN,Qinhuangdao,1651624139,68.92,17,35,39.9317,119.5883,12.24
559,BR,Santa Cecília,1651624139,52.2,100,100,-26.9608,-50.4269,5.35
560,ML,Araouane,1651624140,82.92,72,12,18.9048,-3.5265,6.11
561,NG,Okrika,1651624140,78.26,90,89,4.7416,7.0849,4.54
562,AU,Mount Isa,1651624141,78.57,0,27,-20.7333,139.5,11.5
563,PE,Ilabaya,1651624141,66.7,100,62,-17.4208,-70.5133,0.56
564,RU,Sobolevo,1651624142,37.26,41,73,54.4299,31.8996,8.88
565,AR,Morón,1651624143,55.15,0,84,-34.6534,-58.6198,2.28
566,RU,Kuril'sk,1651624143,38.95,95,90,45.2333,147.8833,1.39
567,RU,Ust-Tsilma,1651624144,31.33,73,92,65.441,52.1498,7.67
568,ZA,Phalaborwa,1651624145,63.68,0,75,-23.943,31.1411,2.55
569,US,Monterey,1651624145,73.18,5,16,36.2505,-121.2516,9.08
570,NG,Wawa,1651624146,83.91,90,57,9.9022,4.4192,6.76
571,AU,Cairns,1651623923,85.1,3,71,-16.9167,145.7667,10.36
572,GB,Margate,1651624147,50.31,38,79,51.3813,1.3862,1.01
573,US,Isla Vista,1651624147,75.9,0,64,34.4133,-119.861,10.36
574,US,Conway,1651624127,66.18,100,83,35.0887,-92.4421,4.61
575,CM,Wum,1651624148,66.33,98,87,6.3833,10.0667,2.17
576,ID,Galesong,1651624149,80.62,97,78,-5.3166,119.3661,4.88
577,CA,Aklavik,1651624149,33.39,100,93,68.2191,-135.0107,11.61
578,GH,Esim,1651624150,80.02,80,85,4.8699,-2.2405,5.32
579,RU,Amga,1651624150,38.61,99,75,60.8953,131.9608,6.53
580,LY,Awjilah,1651624151,62.01,0,51,29.1081,21.2869,9.37
581,AU,Ulladulla,1651624152,68.9,4,52,-35.35,150.4667,6.64
582,CN,Yebaishou,1651624152,73.22,75,20,41.3975,119.6408,9.04
583,US,Houma,1651624153,82.4,10,74,29.5958,-90.7195,5.01
584,PH,Davila,1651624154,84.18,90,75,18.4726,120.5763,1.52
585,TH,Pa Sang,1651624154,78.78,79,80,18.5262,98.9394,1.68
586,RU,Zhiryatino,1651624155,50.32,100,87,53.2228,33.7306,5.57
587,TN,Tataouine,1651624156,66.9,0,36,32.9297,10.4518,3.65
588,RU,Khandyga,1651624156,36.14,100,84,62.6667,135.6,6.08
589,CD,Mweka,1651624157,69.98,59,90,-4.85,21.5667,1.72
590,NC,Koumac,1651624157,81.75,16,69,-20.5667,164.2833,10.25
591,GR,Sarti,1651624158,55.96,66,68,40.1,23.9833,1.16
592,IN,Dwārka,1651624158,81.9,0,83,22.2394,68.9678,11.27
593,GM,Nioro,1651624159,76.44,78,51,13.35,-15.75,7.43
594,SL,Blama,1651624160,76.78,31,92,7.8736,-11.3433,2.15
595,SO,Hobyo,1651624160,81.37,82,68,5.3505,48.5268,10.76
596,TJ,Obigarm,1651624161,56.03,100,91,38.7173,69.7088,6.2
597,CN,Baoning,1651624161,60.66,0,88,25.3378,110.026,0.0
598,VN,Tam Ky,1651624162,71.98,100,85,15.5667,108.4833,5.95
599,PT,Camacha,1651624163,58.42,75,77,33.0833,-16.3333,11.5
